Member State,MS Code,Category,Product Group,Year,Production,Opening Stock,Availability,Area,Yield
Hungary,HU,P.G.I. wines,P.G.I. wines,2018,"2,137.68",297.18,"2,434.86",63.934,33
Hungary,HU,P.G.I. wines,P.G.I. wines,2019,"1,297.37","1,468.93","2,766.30",63.754,20
Hungary,HU,VQPRD wines,VQPRD wines,2006,"1,839.00","1,552.60","3,391.60",61.769,30
Hungary,HU,P.G.I. wines,P.G.I. wines,2020,"1,462.30",972.81,"2,435.11",61.239,24
Hungary,HU,P.G.I. wines,P.G.I. wines,2021,"1,415.29","1,178.98","2,594.27",60.265,23
Hungary,HU,VQPRD wines,VQPRD wines,2007,"2,014.00","1,240.00","3,254.00",57.432,35
Hungary,HU,P.D.O. wines,P.D.O. wines,2015,"1,330.39","1,584.18","2,914.57",53.480,25
Hungary,HU,P.D.O. wines,P.D.O. wines,2012,"1,198.54","1,193.56","2,392.10",51.199,23
Hungary,HU,P.D.O. wines,P.D.O. wines,2017,"1,469.32","1,664.06","3,133.38",50.934,29
Hungary,HU,P.D.O. wines,P.D.O. wines,2008,0.00,0.00,0.00,48.898,0
Hungary,HU,P.D.O. wines,P.D.O. wines,2009,"2,070.00","1,782.00","3,852.00",48.633,43
Hungary,HU,P.D.O. wines,P.D.O. wines,2014,"1,267.60","1,281.98","2,549.58",46.652,27
Hungary,HU,P.D.O. wines,P.D.O. wines,2013,"1,442.94","1,222.00","2,664.94",46.430,31
Hungary,HU,P.D.O. wines,P.D.O. wines,2016,"1,161.64","1,183.70","2,345.34",43.436,27
Hungary,HU,P.D.O. wines,P.D.O. wines,2010,"1,859.25","1,531.69","3,390.94",33.596,55
Hungary,HU,P.D.O. wines,P.D.O. wines,2011,"1,649.40",930.62,"2,580.02",31.878,52
Hungary,HU,Table wine,Table wine,2007,"1,208.00",815.50,"2,023.50",28.038,43
Hungary,HU,Table wine,Table wine,2006,"1,305.00","1,423.40","2,728.40",23.491,56
Hungary,HU,P.G.I. wines,P.G.I. wines,2008,0.00,0.00,0.00,20.015,0
Hungary,HU,P.G.I. wines,P.G.I. wines,2009,919.40,474.50,"1,393.90",19.599,47
Hungary,HU,Table wine,Table wine,2005,"1,381.00","2,064.00","3,445.00",14.746,94
Hungary,HU,P.G.I. wines,P.G.I. wines,2017,"1,007.58",227.83,"1,235.41",12.247,82
Hungary,HU,P.G.I. wines,P.G.I. wines,2016,"1,304.43",747.75,"2,052.18",9.673,135
Hungary,HU,P.G.I. wines,P.G.I. wines,2015,"1,175.08",862.75,"2,037.82",9.507,124
Hungary,HU,P.G.I. wines,P.G.I. wines,2013,502.88,309.57,812.45,9.342,54
Hungary,HU,P.G.I. wines,P.G.I. wines,2014,"1,203.88",508.94,"1,712.82",9.123,132
Hungary,HU,P.G.I. wines,P.G.I. wines,2011,513.26,309.82,823.08,8.074,64
Hungary,HU,P.G.I. wines,P.G.I. wines,2012,306.17,243.85,550.02,7.780,39
Hungary,HU,P.G.I. wines,P.G.I. wines,2010,32.59,636.00,668.60,6.371,5
Hungary,HU,P.D.O. wines,P.D.O. wines,2018,"1,273.93","1,830.41","3,104.34",0.306,"4,168"
Hungary,HU,P.D.O. wines,P.D.O. wines,2019,"1,030.37","1,508.27","2,538.64",0.302,"3,414"
Hungary,HU,P.D.O. wines,P.D.O. wines,2020,"1,023.26","1,155.35","2,178.61",0.267,"3,829"
Hungary,HU,P.D.O. wines,P.D.O. wines,2021,"1,115.55","1,333.60","2,449.15",0.263,"4,239"
Hungary,HU,Non-Vinified,Non-Vinified,2021,491.96,0.00,491.96,0.000,-
Hungary,HU,Non-Vinified,Non-Vinified,2020,324.71,0.00,324.71,0.000,-
Hungary,HU,Non-Vinified,Non-Vinified,2019,348.75,0.00,348.75,0.000,-
Hungary,HU,Non-Vinified,Non-Vinified,2018,54.26,0.00,54.26,0.000,-
Hungary,HU,Non-Vinified,Non-Vinified,2017,328.27,0.00,328.27,0.000,-
Hungary,HU,Non-Vinified,Non-Vinified,2016,283.84,0.00,283.84,0.000,-
Hungary,HU,Non-Vinified,Non-Vinified,2015,206.27,0.00,206.27,0.000,-
Hungary,HU,Non-Vinified,Non-Vinified,2014,218.43,0.00,218.43,0.000,-
Hungary,HU,Non-Vinified,Non-Vinified,2013,205.85,0.00,205.85,0.000,-
Hungary,HU,Non-Vinified,Non-Vinified,2012,0.49,0.00,0.49,0.000,-
Hungary,HU,Non-Vinified,Non-Vinified,2002,167.00,0.00,167.00,0.000,-
Hungary,HU,Other wines,Non-GI,2021,4.40,136.74,141.14,0.000,-
Hungary,HU,Other wines,Non-Vinified,2021,0.00,41.36,41.36,0.000,-
Hungary,HU,Other wines,Non-GI,2020,31.32,109.91,141.22,0.000,-
Hungary,HU,Other wines,Non-Vinified,2020,0.00,26.90,26.90,0.000,-
Hungary,HU,Other wines,Non-GI,2019,4.06,136.47,140.54,0.000,-
Hungary,HU,Other wines,Non-Vinified,2019,0.00,33.35,33.35,0.000,-
Hungary,HU,Other wines,Non-GI,2018,14.34,255.00,269.34,0.000,-
Hungary,HU,Other wines,Non-Vinified,2018,0.00,13.55,13.55,0.000,-
Hungary,HU,Other wines,Non-GI,2017,5.54,225.40,230.93,0.000,-
Hungary,HU,Other wines,Non-Vinified,2017,0.00,21.93,21.93,0.000,-
Hungary,HU,Other wines,Non-GI,2016,10.48,280.74,291.21,0.000,-
Hungary,HU,Other wines,Non-Vinified,2016,0.00,41.03,41.03,0.000,-
Hungary,HU,Other wines,Non-GI,2015,10.34,207.85,218.20,0.000,-
Hungary,HU,Other wines,Non-Vinified,2015,0.00,25.43,25.43,0.000,-
Hungary,HU,Other wines,Non-GI,2014,13.47,542.49,555.96,0.000,-
Hungary,HU,Other wines,Non-Vinified,2014,0.00,31.65,31.65,0.000,-
Hungary,HU,Other wines,Non-GI,2013,79.02,420.28,499.30,0.000,-
Hungary,HU,Other wines,Non-Vinified,2013,0.00,22.21,22.21,0.000,-
Hungary,HU,Other wines,Non-GI,2012,42.36,344.26,386.62,0.000,-
Hungary,HU,Other wines,Non-Vinified,2012,0.00,15.62,15.62,0.000,-
Hungary,HU,Other wines,Non-GI,2011,578.66,577.22,"1,155.89",0.000,-
Hungary,HU,Other wines,Non-GI,2010,64.64,749.07,813.71,0.000,-
Hungary,HU,Other wines,Non-GI,2009,354.30,474.50,828.80,0.000,-
Hungary,HU,Table wine,Table wine,2008,"1,365.00",773.00,"2,138.00",0.000,-
Hungary,HU,Table wine,Table wine,2004,"3,091.30",908.00,"3,999.30",0.000,-
Hungary,HU,Varietal,Non-GI,2021,54.34,118.27,172.61,0.000,-
Hungary,HU,Varietal,Non-GI,2020,71.53,127.85,199.38,0.000,-
Hungary,HU,Varietal,Non-GI,2019,62.52,97.07,159.59,0.000,-
Hungary,HU,Varietal,Non-GI,2018,218.64,89.05,307.68,0.000,-
Hungary,HU,Varietal,Non-GI,2017,65.38,70.58,135.96,0.000,-
Hungary,HU,Varietal,Non-GI,2016,59.37,145.67,205.04,0.000,-
Hungary,HU,Varietal,Non-GI,2015,57.37,84.02,141.39,0.000,-
Hungary,HU,Varietal,Non-GI,2014,69.64,171.74,241.38,0.000,-
Hungary,HU,Varietal,Non-GI,2013,435.12,0.00,435.12,0.000,-
Hungary,HU,Varietal,Non-GI,2012,270.66,22.31,292.97,0.000,-
Hungary,HU,Varietal,Non-GI,2011,8.64,18.73,27.37,0.000,-
Hungary,HU,Varietal,Non-GI,2010,11.07,0.00,11.07,0.000,-
Hungary,HU,VQPRD wines,VQPRD wines,2008,"2,083.00","1,484.00","3,567.00",0.000,-
Hungary,HU,VQPRD wines,VQPRD wines,2004,"2,180.50","2,224.00","4,404.50",0.000,-
Ireland,IE,Other wines,Non-Vinified,2019,0.00,37.77,37.77,0.000,-
Ireland,IE,Other wines,Non-GI,2019,0.00,8.68,8.68,0.000,-
Ireland,IE,Other wines,Non-Vinified,2018,0.00,24.67,24.67,0.000,-
Ireland,IE,Other wines,Non-GI,2018,0.00,3.83,3.83,0.000,-
Ireland,IE,Other wines,Non-Vinified,2017,0.00,32.45,32.45,0.000,-
Ireland,IE,Other wines,Non-GI,2017,0.00,10.10,10.10,0.000,-
Ireland,IE,Other wines,Non-Vinified,2016,0.00,32.55,32.55,0.000,-
Ireland,IE,Other wines,Non-GI,2016,0.00,6.04,6.04,0.000,-
Ireland,IE,Other wines,Non-Vinified,2015,0.00,34.08,34.08,0.000,-
Ireland,IE,Other wines,Non-GI,2015,0.00,13.21,13.21,0.000,-
Ireland,IE,Other wines,Non-Vinified,2014,0.00,38.29,38.29,0.000,-
Ireland,IE,Other wines,Non-GI,2014,0.00,16.64,16.64,0.000,-
Ireland,IE,Other wines,Non-GI,2013,0.00,24.00,24.00,0.000,-
Ireland,IE,Other wines,Non-GI,2012,0.00,24.00,24.00,0.000,-
Ireland,IE,Other wines,Non-GI,2011,0.00,24.00,24.00,0.000,-
Ireland,IE,Other wines,Non-GI,2010,0.00,9.00,9.00,0.000,-
Ireland,IE,Other wines,Non-GI,2009,0.00,4.00,4.00,0.000,-
Ireland,IE,Other wines,Non-GI,2008,0.00,6.00,6.00,0.000,-
Ireland,IE,Other wines,Non-GI,2007,0.00,6.00,6.00,0.000,-
Ireland,IE,Other wines,Non-GI,2006,0.00,92.00,92.00,0.000,-
Ireland,IE,Other wines,Non-GI,2005,0.00,92.00,92.00,0.000,-
Ireland,IE,Other wines,Non-GI,2004,0.00,52.00,52.00,0.000,-
Ireland,IE,Other wines,Non-GI,2003,0.00,46.00,46.00,0.000,-
Ireland,IE,Other wines,Non-GI,2002,0.00,69.00,69.00,0.000,-
Ireland,IE,Other wines,Non-GI,2001,0.00,50.00,50.00,0.000,-
Ireland,IE,Other wines,Non-GI,2000,0.00,50.00,50.00,0.000,-
Ireland,IE,Other wines,Non-GI,1999,0.00,43.00,43.00,0.000,-
Ireland,IE,Other wines,Non-GI,1998,0.00,33.00,33.00,0.000,-
Ireland,IE,Other wines,Non-GI,1997,0.00,25.00,25.00,0.000,-
Ireland,IE,P.D.O. wines,P.D.O. wines,2019,0.00,15.06,15.06,0.000,-
Ireland,IE,P.D.O. wines,P.D.O. wines,2018,0.00,6.88,6.88,0.000,-
Ireland,IE,P.D.O. wines,P.D.O. wines,2017,0.00,12.40,12.40,0.000,-
Ireland,IE,P.D.O. wines,P.D.O. wines,2016,0.00,7.59,7.59,0.000,-
Ireland,IE,P.D.O. wines,P.D.O. wines,2015,0.00,7.09,7.09,0.000,-
Ireland,IE,P.D.O. wines,P.D.O. wines,2014,0.00,9.26,9.26,0.000,-
Ireland,IE,P.D.O. wines,P.D.O. wines,2013,0.00,120.80,120.80,0.000,-
Ireland,IE,P.D.O. wines,P.D.O. wines,2012,0.00,120.80,120.80,0.000,-
Ireland,IE,P.D.O. wines,P.D.O. wines,2011,0.00,120.80,120.80,0.000,-
Ireland,IE,P.D.O. wines,P.D.O. wines,2010,0.00,111.00,111.00,0.000,-
Ireland,IE,P.D.O. wines,P.D.O. wines,2009,0.00,99.00,99.00,0.000,-
Ireland,IE,P.G.I. wines,P.G.I. wines,2019,0.00,11.82,11.82,0.000,-
Ireland,IE,P.G.I. wines,P.G.I. wines,2018,0.00,6.70,6.70,0.000,-
Ireland,IE,P.G.I. wines,P.G.I. wines,2017,0.00,14.28,14.28,0.000,-
Ireland,IE,P.G.I. wines,P.G.I. wines,2016,0.00,11.22,11.22,0.000,-
Ireland,IE,P.G.I. wines,P.G.I. wines,2015,0.00,5.44,5.44,0.000,-
Ireland,IE,P.G.I. wines,P.G.I. wines,2014,0.00,8.85,8.85,0.000,-
Ireland,IE,P.G.I. wines,P.G.I. wines,2013,0.00,22.00,22.00,0.000,-
Ireland,IE,P.G.I. wines,P.G.I. wines,2012,0.00,22.00,22.00,0.000,-
Ireland,IE,P.G.I. wines,P.G.I. wines,2011,0.00,22.00,22.00,0.000,-
Ireland,IE,P.G.I. wines,P.G.I. wines,2010,0.00,17.00,17.00,0.000,-
Ireland,IE,P.G.I. wines,P.G.I. wines,2009,0.00,15.00,15.00,0.000,-
Ireland,IE,Table wine,Table wine,2008,0.00,36.00,36.00,0.000,-
Ireland,IE,Table wine,Table wine,2007,0.00,32.00,32.00,0.000,-
Ireland,IE,Table wine,Table wine,2006,0.00,31.00,31.00,0.000,-
Ireland,IE,Table wine,Table wine,2005,0.00,31.00,31.00,0.000,-
Ireland,IE,Table wine,Table wine,2004,0.00,29.57,29.57,0.000,-
Ireland,IE,Table wine,Table wine,2003,0.00,57.00,57.00,0.000,-
Ireland,IE,Table wine,Table wine,2002,0.00,22.00,22.00,0.000,-
Ireland,IE,Table wine,Table wine,2001,0.00,22.00,22.00,0.000,-
Ireland,IE,Table wine,Table wine,2000,0.00,22.00,22.00,0.000,-
Ireland,IE,Table wine,Table wine,1999,0.00,27.00,27.00,0.000,-
Ireland,IE,Table wine,Table wine,1998,0.00,16.00,16.00,0.000,-
Ireland,IE,Table wine,Table wine,1997,0.00,15.00,15.00,0.000,-
Ireland,IE,Varietal,Non-GI,2019,0.00,0.88,0.88,0.000,-
Ireland,IE,Varietal,Non-GI,2018,0.00,0.80,0.80,0.000,-
Ireland,IE,Varietal,Non-GI,2017,0.00,6.31,6.31,0.000,-
Ireland,IE,Varietal,Non-GI,2016,0.00,0.45,0.45,0.000,-
Ireland,IE,Varietal,Non-GI,2015,0.00,1.76,1.76,0.000,-
Ireland,IE,Varietal,Non-GI,2014,0.00,0.87,0.87,0.000,-
Ireland,IE,Varietal,Non-GI,2013,0.00,10.00,10.00,0.000,-
Ireland,IE,Varietal,Non-GI,2012,0.00,10.00,10.00,0.000,-
Ireland,IE,Varietal,Non-GI,2011,0.00,10.00,10.00,0.000,-
Ireland,IE,Varietal,Non-GI,2010,0.00,2.00,2.00,0.000,-
Ireland,IE,VQPRD wines,VQPRD wines,2008,0.00,235.00,235.00,0.000,-
Ireland,IE,VQPRD wines,VQPRD wines,2007,0.00,210.00,210.00,0.000,-
Ireland,IE,VQPRD wines,VQPRD wines,2006,0.00,27.00,27.00,0.000,-
Ireland,IE,VQPRD wines,VQPRD wines,2005,0.00,27.00,27.00,0.000,-
Ireland,IE,VQPRD wines,VQPRD wines,2004,0.00,33.70,33.70,0.000,-
Ireland,IE,VQPRD wines,VQPRD wines,2003,0.00,43.00,43.00,0.000,-
Ireland,IE,VQPRD wines,VQPRD wines,2002,0.00,33.00,33.00,0.000,-
Ireland,IE,VQPRD wines,VQPRD wines,2001,0.00,33.00,33.00,0.000,-
Ireland,IE,VQPRD wines,VQPRD wines,2000,0.00,33.00,33.00,0.000,-
Ireland,IE,VQPRD wines,VQPRD wines,1999,0.00,29.00,29.00,0.000,-
Ireland,IE,VQPRD wines,VQPRD wines,1998,0.00,24.00,24.00,0.000,-
Ireland,IE,VQPRD wines,VQPRD wines,1997,0.00,20.00,20.00,0.000,-
Italy,IT,Table wine,Table wine,2001,"39,615.00","24,382.00","63,997.00",508.268,78
Italy,IT,Table wine,Table wine,2002,"30,860.00","22,028.00","52,888.00",500.941,62
Italy,IT,Table wine,Table wine,2003,"30,404.00","20,601.00","51,005.00",493.672,62
Italy,IT,Table wine,Table wine,2004,"38,017.00","24,547.95","62,564.95",462.816,82
Italy,IT,Table wine,Table wine,2005,"35,442.00","28,344.00","63,786.00",458.045,77
Italy,IT,Table wine,Table wine,2006,"37,740.00","26,425.28","64,165.28",455.751,83
Italy,IT,P.G.I. wines,P.G.I. wines,2020,"11,949.18","10,063.94","22,013.12",452.375,26
Italy,IT,Table wine,Table wine,2007,"33,428.90","25,191.00","58,619.90",448.399,75
Italy,IT,P.G.I. wines,P.G.I. wines,2018,"12,257.17","9,138.00","21,395.18",435.841,28
Italy,IT,P.G.I. wines,P.G.I. wines,2019,"11,277.32","10,253.60","21,530.92",434.397,26
Italy,IT,P.G.I. wines,P.G.I. wines,2017,"8,974.60","12,412.23","21,386.83",409.538,22
Italy,IT,P.G.I. wines,P.G.I. wines,2016,"13,043.86","11,615.48","24,659.34",388.243,34
Italy,IT,P.G.I. wines,P.G.I. wines,2021,"13,111.51","11,001.65","24,113.16",384.479,34
Italy,IT,P.D.O. wines,P.D.O. wines,2015,"15,479.43","16,145.03","31,624.46",344.741,45
Italy,IT,P.D.O. wines,P.D.O. wines,2014,"14,736.52","16,788.53","31,525.05",341.070,43
Italy,IT,P.D.O. wines,P.D.O. wines,2013,"15,365.40","15,807.03","31,172.43",335.759,46
Italy,IT,P.D.O. wines,P.D.O. wines,2008,0.00,0.00,0.00,316.469,0
Italy,IT,P.D.O. wines,P.D.O. wines,2012,"14,097.73","15,190.99","29,288.72",314.627,45
Italy,IT,P.D.O. wines,P.D.O. wines,2009,"14,327.00","16,436.00","30,763.00",307.372,47
Italy,IT,VQPRD wines,VQPRD wines,2007,"14,490.00","15,756.00","30,246.00",286.446,51
Italy,IT,P.D.O. wines,P.D.O. wines,2011,"13,873.21","16,978.73","30,851.94",284.579,49
Italy,IT,VQPRD wines,VQPRD wines,2006,"14,794.00","15,353.65","30,147.65",274.688,54
Italy,IT,P.D.O. wines,P.D.O. wines,2010,"14,917.71","16,287.89","31,205.60",274.653,54
Italy,IT,VQPRD wines,VQPRD wines,2003,"13,600.00","12,046.50","25,646.50",271.126,50
Italy,IT,VQPRD wines,VQPRD wines,2005,"15,020.00","14,822.00","29,842.00",268.940,56
Italy,IT,VQPRD wines,VQPRD wines,2002,"13,600.00","12,714.00","26,314.00",268.054,51
Italy,IT,VQPRD wines,VQPRD wines,2004,"15,000.00","12,747.85","27,747.85",265.397,57
Italy,IT,VQPRD wines,VQPRD wines,2001,"12,529.00","12,481.00","25,010.00",264.245,47
Italy,IT,P.G.I. wines,P.G.I. wines,2010,"15,372.09","11,673.76","27,045.85",209.248,73
Italy,IT,P.G.I. wines,P.G.I. wines,2011,"13,020.79","12,907.85","25,928.65",195.824,66
Italy,IT,P.G.I. wines,P.G.I. wines,2012,"12,422.15","11,699.79","24,121.93",177.559,70
Italy,IT,P.G.I. wines,P.G.I. wines,2009,"15,127.00","13,006.50","28,133.50",168.726,90
Italy,IT,P.G.I. wines,P.G.I. wines,2013,"14,313.16","10,205.07","24,518.23",163.082,88
Italy,IT,P.G.I. wines,P.G.I. wines,2015,"12,781.44","11,577.63","24,359.07",154.786,83
Italy,IT,P.G.I. wines,P.G.I. wines,2008,0.00,0.00,0.00,153.311,0
Italy,IT,P.D.O. wines,P.D.O. wines,2021,"22,750.87","21,768.09","44,518.96",150.044,152
Italy,IT,P.G.I. wines,P.G.I. wines,2014,"12,669.11","12,320.80","24,989.91",123.066,103
Italy,IT,P.D.O. wines,P.D.O. wines,2016,"17,268.04","18,361.87","35,629.91",120.728,143
Italy,IT,P.D.O. wines,P.D.O. wines,2020,"20,042.43","21,852.78","41,895.22",96.170,208
Italy,IT,P.D.O. wines,P.D.O. wines,2017,"18,155.37","20,925.75","39,081.12",91.712,198
Italy,IT,P.D.O. wines,P.D.O. wines,2019,"19,992.30","24,485.90","44,478.20",89.792,223
Italy,IT,P.D.O. wines,P.D.O. wines,2018,"21,323.05","20,498.78","41,821.83",82.152,260
Italy,IT,Non-Vinified,Non-Vinified,2021,184.70,0.00,184.70,0.000,-
Italy,IT,Non-Vinified,Non-Vinified,2020,"6,987.81",0.00,"6,987.81",0.000,-
Italy,IT,Non-Vinified,Non-Vinified,2019,"7,385.50",0.00,"7,385.50",0.000,-
Italy,IT,Non-Vinified,Non-Vinified,2018,"7,901.65",0.00,"7,901.65",0.000,-
Italy,IT,Non-Vinified,Non-Vinified,2017,"6,295.57",0.00,"6,295.57",0.000,-
Italy,IT,Non-Vinified,Non-Vinified,2016,"8,331.72",0.00,"8,331.72",0.000,-
Italy,IT,Non-Vinified,Non-Vinified,2015,"10,382.94",0.00,"10,382.94",0.000,-
Italy,IT,Non-Vinified,Non-Vinified,2014,"6,714.87",0.00,"6,714.87",0.000,-
Italy,IT,Non-Vinified,Non-Vinified,2013,"8,855.70",0.00,"8,855.70",0.000,-
Italy,IT,Non-Vinified,Non-Vinified,2012,"6,631.65",0.00,"6,631.65",0.000,-
Italy,IT,Non-Vinified,Non-Vinified,2011,"6,898.72",0.00,"6,898.72",0.000,-
Italy,IT,Non-Vinified,Non-Vinified,2010,"1,000.00",0.00,"1,000.00",0.000,-
Italy,IT,Non-Vinified,Non-Vinified,2009,900.00,0.00,900.00,0.000,-
Italy,IT,Non-Vinified,Non-Vinified,2008,"1,500.00",0.00,"1,500.00",0.000,-
Italy,IT,Non-Vinified,Non-Vinified,2007,"1,100.00",0.00,"1,100.00",0.000,-
Italy,IT,Non-Vinified,Non-Vinified,2006,"1,969.00",0.00,"1,969.00",0.000,-
Italy,IT,Non-Vinified,Non-Vinified,2005,"2,600.00",0.00,"2,600.00",0.000,-
Italy,IT,Non-Vinified,Non-Vinified,2002,"1,596.00",0.00,"1,596.00",0.000,-
Italy,IT,Non-Vinified,Non-Vinified,1999,881.00,0.00,881.00,0.000,-
Italy,IT,Non-Vinified,Non-Vinified,1998,773.00,0.00,773.00,0.000,-
Italy,IT,Non-Vinified,Non-Vinified,1997,777.00,0.00,777.00,0.000,-
Italy,IT,Other wines,Non-GI,2021,"13,798.66","8,560.79","22,359.44",0.000,-
Italy,IT,Other wines,Non-Vinified,2021,0.00,"2,371.04","2,371.04",0.000,-
Italy,IT,Other wines,Non-GI,2020,"9,611.12","8,733.42","18,344.54",0.000,-
Italy,IT,Other wines,Non-Vinified,2020,0.00,"2,919.11","2,919.11",0.000,-
Italy,IT,Other wines,Non-GI,2019,"8,579.12","9,677.13","18,256.25",0.000,-
Italy,IT,Other wines,Non-Vinified,2019,0.00,"2,758.06","2,758.06",0.000,-
Italy,IT,Other wines,Non-GI,2018,"12,731.47","7,419.05","20,150.52",0.000,-
Italy,IT,Other wines,Non-Vinified,2018,0.00,"2,556.74","2,556.74",0.000,-
Italy,IT,Other wines,Non-GI,2017,"8,712.03","10,831.50","19,543.54",0.000,-
Italy,IT,Other wines,Non-Vinified,2017,0.00,"2,079.51","2,079.51",0.000,-
Italy,IT,Other wines,Non-GI,2016,"11,934.65","9,176.86","21,111.51",0.000,-
Italy,IT,Other wines,Non-Vinified,2016,0.00,"2,853.12","2,853.12",0.000,-
Italy,IT,Other wines,Non-GI,2015,"10,940.56","9,882.30","20,822.86",0.000,-
Italy,IT,Other wines,Non-Vinified,2015,0.00,"3,174.91","3,174.91",0.000,-
Italy,IT,Other wines,Non-GI,2014,"10,400.58","11,131.75","21,532.33",0.000,-
Italy,IT,Other wines,Non-Vinified,2014,0.00,"4,351.70","4,351.70",0.000,-
Italy,IT,Other wines,Non-GI,2013,"15,189.00","7,833.99","23,022.99",0.000,-
Italy,IT,Other wines,Non-Vinified,2013,0.00,"2,389.36","2,389.36",0.000,-
Italy,IT,Other wines,Non-GI,2012,"12,324.82","7,829.28","20,154.11",0.000,-
Italy,IT,Other wines,Non-Vinified,2012,0.00,"2,017.27","2,017.27",0.000,-
Italy,IT,Other wines,Non-GI,2011,"10,841.99","9,347.52","20,189.50",0.000,-
Italy,IT,Other wines,Non-Vinified,2011,0.00,"2,048.69","2,048.69",0.000,-
Italy,IT,Other wines,Non-GI,2010,"19,107.69","13,181.48","32,289.17",0.000,-
Italy,IT,Other wines,Non-GI,2009,"19,945.66","15,303.50","35,249.16",0.000,-
Italy,IT,Other wines,Non-GI,2008,0.00,188.57,188.57,0.000,-
Italy,IT,Other wines,Non-GI,2007,0.00,173.00,173.00,0.000,-
Italy,IT,Other wines,Non-GI,2006,97.00,210.81,307.81,0.000,-
Italy,IT,Other wines,Non-GI,2005,0.00,184.48,184.48,0.000,-
Italy,IT,Other wines,Non-GI,2004,118.00,185.48,303.48,0.000,-
Italy,IT,Other wines,Non-GI,2003,83.00,193.41,276.41,0.000,-
Italy,IT,Other wines,Non-GI,2002,144.00,135.00,279.00,0.000,-
Italy,IT,Other wines,Non-GI,2001,149.00,146.00,295.00,0.000,-
Italy,IT,Other wines,Non-GI,2000,184.00,166.00,350.00,0.000,-
Italy,IT,Other wines,Non-GI,1999,286.00,99.00,385.00,0.000,-
Italy,IT,Other wines,Non-GI,1998,244.00,141.00,385.00,0.000,-
Italy,IT,Other wines,Non-GI,1997,244.00,130.00,374.00,0.000,-
Italy,IT,Table wine,Table wine,2008,"36,144.78","25,559.75","61,704.52",0.000,-
Italy,IT,Table wine,Table wine,2000,"41,205.00","22,142.00","63,347.00",0.000,-
Italy,IT,Table wine,Table wine,1999,"45,208.00","18,312.00","63,520.00",0.000,-
Italy,IT,Table wine,Table wine,1998,"44,144.00","16,728.00","60,872.00",0.000,-
Italy,IT,Table wine,Table wine,1997,"38,140.00","19,000.80","57,140.80",0.000,-
Italy,IT,Varietal,Non-GI,2021,570.53,603.97,"1,174.50",0.000,-
Italy,IT,Varietal,Non-GI,2020,475.47,746.54,"1,222.00",0.000,-
Italy,IT,Varietal,Non-GI,2019,311.60,838.97,"1,150.56",0.000,-
Italy,IT,Varietal,Non-GI,2018,570.14,594.03,"1,164.17",0.000,-
Italy,IT,Varietal,Non-GI,2017,361.00,575.82,936.83,0.000,-
Italy,IT,Varietal,Non-GI,2016,342.03,684.20,"1,026.23",0.000,-
Italy,IT,Varietal,Non-GI,2015,412.09,496.21,908.30,0.000,-
Italy,IT,Varietal,Non-GI,2014,217.96,656.78,874.74,0.000,-
Italy,IT,Varietal,Non-GI,2013,306.10,264.11,570.20,0.000,-
Italy,IT,Varietal,Non-GI,2012,139.83,227.71,367.53,0.000,-
Italy,IT,Varietal,Non-GI,2011,137.55,219.33,356.88,0.000,-
Italy,IT,Varietal,Non-GI,2010,177.97,216.58,394.54,0.000,-
Italy,IT,Varietal,Non-GI,2009,365.00,217.00,582.00,0.000,-
Italy,IT,VQPRD wines,VQPRD wines,2008,"12,825.60","15,971.14","28,796.74",0.000,-
Italy,IT,VQPRD wines,VQPRD wines,2000,"12,699.00","12,109.00","24,808.00",0.000,-
Italy,IT,VQPRD wines,VQPRD wines,1999,"12,580.00","11,252.00","23,832.00",0.000,-
Italy,IT,VQPRD wines,VQPRD wines,1998,"12,752.00","10,185.00","22,937.00",0.000,-
Italy,IT,VQPRD wines,VQPRD wines,1997,"12,179.00","9,040.00","21,219.00",0.000,-
Latvia,LV,Other wines,Non-GI,2018,0.00,26.30,26.30,0.000,-
Latvia,LV,Other wines,Non-GI,2014,0.00,26.30,26.30,0.000,-
Latvia,LV,Other wines,Non-GI,2013,0.00,26.30,26.30,0.000,-
Latvia,LV,Other wines,Non-GI,2012,0.00,26.30,26.30,0.000,-
Latvia,LV,Other wines,Non-GI,2011,0.00,26.30,26.30,0.000,-
Latvia,LV,Other wines,Non-GI,2010,0.00,16.00,16.00,0.000,-
Latvia,LV,Other wines,Non-GI,2009,0.00,20.00,20.00,0.000,-
Latvia,LV,Other wines,Non-GI,2008,0.00,9.74,9.74,0.000,-
Latvia,LV,Other wines,Non-GI,2007,0.00,10.00,10.00,0.000,-
Latvia,LV,Other wines,Non-GI,2006,0.00,9.70,9.70,0.000,-
Latvia,LV,Other wines,Non-GI,2005,0.00,3.00,3.00,0.000,-
Latvia,LV,Other wines,Non-GI,2004,0.00,8.00,8.00,0.000,-
Latvia,LV,P.D.O. wines,P.D.O. wines,2018,0.00,15.00,15.00,0.000,-
Latvia,LV,P.D.O. wines,P.D.O. wines,2014,0.00,15.00,15.00,0.000,-
Latvia,LV,P.D.O. wines,P.D.O. wines,2013,0.00,15.00,15.00,0.000,-
Latvia,LV,P.D.O. wines,P.D.O. wines,2012,0.00,15.00,15.00,0.000,-
Latvia,LV,P.D.O. wines,P.D.O. wines,2011,0.00,15.00,15.00,0.000,-
Latvia,LV,P.D.O. wines,P.D.O. wines,2010,0.00,15.00,15.00,0.000,-
