Member State,MS Code,Category,Product Group,Year,Production,Opening Stock,Availability,Area,Yield
Netherlands,NL,Table wine,Table wine,2007,0.00,208.00,208.00,0.000,-
Netherlands,NL,Table wine,Table wine,2006,0.00,240.48,240.48,0.000,-
Netherlands,NL,Table wine,Table wine,2005,1.00,217.00,218.00,0.000,-
Netherlands,NL,Table wine,Table wine,2004,1.00,140.96,141.96,0.000,-
Netherlands,NL,Table wine,Table wine,2003,0.00,76.00,76.00,0.000,-
Netherlands,NL,Table wine,Table wine,2002,0.00,80.00,80.00,0.000,-
Netherlands,NL,Table wine,Table wine,2001,0.00,84.00,84.00,0.000,-
Netherlands,NL,Table wine,Table wine,2000,0.00,88.00,88.00,0.000,-
Netherlands,NL,Table wine,Table wine,1999,0.00,59.00,59.00,0.000,-
Netherlands,NL,Table wine,Table wine,1998,0.00,56.00,56.00,0.000,-
Netherlands,NL,Table wine,Table wine,1997,0.00,69.00,69.00,0.000,-
Netherlands,NL,Varietal,Non-GI,2018,0.00,22.96,22.96,0.000,-
Netherlands,NL,Varietal,Non-GI,2017,0.00,22.96,22.96,0.000,-
Netherlands,NL,Varietal,Non-GI,2016,0.00,22.96,22.96,0.000,-
Netherlands,NL,Varietal,Non-GI,2015,0.00,24.44,24.44,0.000,-
Netherlands,NL,Varietal,Non-GI,2014,0.00,26.63,26.63,0.000,-
Netherlands,NL,VQPRD wines,VQPRD wines,2008,1.00,121.00,122.00,0.000,-
Netherlands,NL,VQPRD wines,VQPRD wines,2007,0.00,112.00,112.00,0.000,-
Netherlands,NL,VQPRD wines,VQPRD wines,2006,0.00,117.16,117.16,0.000,-
Netherlands,NL,VQPRD wines,VQPRD wines,2005,0.00,78.00,78.00,0.000,-
Netherlands,NL,VQPRD wines,VQPRD wines,2004,1.00,167.00,168.00,0.000,-
Netherlands,NL,VQPRD wines,VQPRD wines,2003,0.00,238.00,238.00,0.000,-
Netherlands,NL,VQPRD wines,VQPRD wines,2002,0.00,251.00,251.00,0.000,-
Netherlands,NL,VQPRD wines,VQPRD wines,2001,0.00,264.00,264.00,0.000,-
Netherlands,NL,VQPRD wines,VQPRD wines,2000,0.00,278.00,278.00,0.000,-
Netherlands,NL,VQPRD wines,VQPRD wines,1999,0.00,227.00,227.00,0.000,-
Netherlands,NL,VQPRD wines,VQPRD wines,1998,0.00,268.00,268.00,0.000,-
Netherlands,NL,VQPRD wines,VQPRD wines,1997,0.00,127.00,127.00,0.000,-
Poland,PL,Other wines,Non-GI,2018,0.00,150.23,150.23,0.000,-
Poland,PL,Other wines,Non-Vinified,2017,0.00,77.75,77.75,0.000,-
Poland,PL,Other wines,Non-GI,2017,0.00,72.48,72.48,0.000,-
Poland,PL,Other wines,Non-GI,2016,0.00,552.75,552.75,0.000,-
Poland,PL,Other wines,Non-Vinified,2016,0.00,111.09,111.09,0.000,-
Poland,PL,Other wines,Non-GI,2015,0.00,600.48,600.48,0.000,-
Poland,PL,Other wines,Non-Vinified,2015,0.00,73.55,73.55,0.000,-
Poland,PL,Other wines,Non-Vinified,2014,0.00,30.92,30.92,0.000,-
Poland,PL,Other wines,Non-GI,2014,4.53,29.15,33.67,0.000,-
Poland,PL,Other wines,Non-Vinified,2013,0.00,83.54,83.54,0.000,-
Poland,PL,Other wines,Non-GI,2013,4.53,80.01,84.54,0.000,-
Poland,PL,Other wines,Non-GI,2012,0.00,109.49,109.49,0.000,-
Poland,PL,Other wines,Non-Vinified,2012,0.00,0.22,0.22,0.000,-
Poland,PL,Other wines,Non-GI,2011,0.00,27.74,27.74,0.000,-
Poland,PL,Other wines,Non-Vinified,2011,0.00,10.71,10.71,0.000,-
Poland,PL,Other wines,Non-GI,2010,0.00,32.52,32.52,0.000,-
Poland,PL,Other wines,Non-GI,2009,0.00,36.00,36.00,0.000,-
Poland,PL,Other wines,Non-GI,2008,0.00,1.00,1.00,0.000,-
Poland,PL,Other wines,Non-GI,2007,0.00,1.00,1.00,0.000,-
Poland,PL,Other wines,Non-GI,2006,0.00,45.00,45.00,0.000,-
Poland,PL,Other wines,Non-GI,2005,0.00,53.00,53.00,0.000,-
Poland,PL,Other wines,Non-GI,2004,0.00,53.00,53.00,0.000,-
Poland,PL,P.D.O. wines,P.D.O. wines,2018,0.00,58.59,58.59,0.000,-
Poland,PL,P.D.O. wines,P.D.O. wines,2017,0.00,58.59,58.59,0.000,-
Poland,PL,P.D.O. wines,P.D.O. wines,2016,0.00,86.04,86.04,0.000,-
Poland,PL,P.D.O. wines,P.D.O. wines,2015,0.00,65.31,65.31,0.000,-
Poland,PL,P.D.O. wines,P.D.O. wines,2014,0.00,19.25,19.25,0.000,-
Poland,PL,P.D.O. wines,P.D.O. wines,2013,0.00,52.79,52.79,0.000,-
Poland,PL,P.D.O. wines,P.D.O. wines,2012,0.00,65.30,65.30,0.000,-
Poland,PL,P.D.O. wines,P.D.O. wines,2011,0.00,21.59,21.59,0.000,-
Poland,PL,P.D.O. wines,P.D.O. wines,2010,0.00,18.32,18.32,0.000,-
Poland,PL,P.D.O. wines,P.D.O. wines,2009,0.00,18.00,18.00,0.000,-
Poland,PL,P.G.I. wines,P.G.I. wines,2018,0.00,23.63,23.63,0.000,-
Poland,PL,P.G.I. wines,P.G.I. wines,2017,0.00,23.63,23.63,0.000,-
Poland,PL,P.G.I. wines,P.G.I. wines,2016,0.00,36.17,36.17,0.000,-
Poland,PL,P.G.I. wines,P.G.I. wines,2015,0.00,16.26,16.26,0.000,-
Poland,PL,P.G.I. wines,P.G.I. wines,2014,0.00,32.89,32.89,0.000,-
Poland,PL,P.G.I. wines,P.G.I. wines,2013,0.00,37.37,37.37,0.000,-
Poland,PL,P.G.I. wines,P.G.I. wines,2012,0.00,38.00,38.00,0.000,-
Poland,PL,P.G.I. wines,P.G.I. wines,2011,0.00,2.01,2.01,0.000,-
Poland,PL,Table wine,Table wine,2008,0.00,57.00,57.00,0.000,-
Poland,PL,Table wine,Table wine,2007,0.00,42.00,42.00,0.000,-
Poland,PL,Varietal,Non-GI,2018,0.00,27.83,27.83,0.000,-
Poland,PL,Varietal,Non-GI,2017,0.00,27.83,27.83,0.000,-
Poland,PL,Varietal,Non-GI,2016,0.00,35.82,35.82,0.000,-
Poland,PL,Varietal,Non-GI,2015,0.00,19.98,19.98,0.000,-
Poland,PL,Varietal,Non-GI,2014,0.00,5.85,5.85,0.000,-
Poland,PL,Varietal,Non-GI,2013,0.00,19.27,19.27,0.000,-
Poland,PL,Varietal,Non-GI,2012,0.00,21.96,21.96,0.000,-
Poland,PL,Varietal,Non-GI,2010,0.00,0.55,0.55,0.000,-
Poland,PL,Varietal,Non-GI,2009,0.00,1.00,1.00,0.000,-
Poland,PL,VQPRD wines,VQPRD wines,2008,0.00,20.00,20.00,0.000,-
Poland,PL,VQPRD wines,VQPRD wines,2007,0.00,14.00,14.00,0.000,-
Portugal,PT,VQPRD wines,VQPRD wines,2001,"4,148.00","5,543.00","9,691.00",209.228,20
Portugal,PT,Table wine,Table wine,2007,"3,213.00","4,481.00","7,694.00",149.921,21
Portugal,PT,VQPRD wines,VQPRD wines,2004,"3,287.00","6,086.26","9,373.26",147.973,22
Portugal,PT,P.G.I. wines,P.G.I. wines,2008,0.00,0.00,0.00,143.714,0
Portugal,PT,P.G.I. wines,P.G.I. wines,2013,"1,671.44","1,285.72","2,957.16",142.610,12
Portugal,PT,P.G.I. wines,P.G.I. wines,2011,"1,273.02","1,547.35","2,820.37",142.426,9
Portugal,PT,P.G.I. wines,P.G.I. wines,2014,"1,743.42","1,539.07","3,282.50",141.316,12
Portugal,PT,P.G.I. wines,P.G.I. wines,2012,"1,462.38","1,432.58","2,894.96",140.967,10
Portugal,PT,P.G.I. wines,P.G.I. wines,2010,"1,671.39","1,298.95","2,970.34",140.537,12
Portugal,PT,Table wine,Table wine,2006,"4,221.00","4,546.55","8,767.55",140.209,30
Portugal,PT,P.G.I. wines,P.G.I. wines,2009,"1,269.00","1,389.10","2,658.10",139.576,9
Portugal,PT,Table wine,Table wine,2005,"3,894.00","4,394.03","8,288.03",138.912,28
Portugal,PT,VQPRD wines,VQPRD wines,2003,"3,148.50","6,264.00","9,412.50",126.686,25
Portugal,PT,VQPRD wines,VQPRD wines,2002,"2,934.00","6,939.00","9,873.00",125.729,23
Portugal,PT,Table wine,Table wine,2002,"3,743.00","5,045.00","8,788.00",114.538,33
Portugal,PT,Table wine,Table wine,2003,"4,134.95","4,190.00","8,324.95",114.432,36
Portugal,PT,VQPRD wines,VQPRD wines,2006,"3,321.00","6,068.42","9,389.42",98.622,34
Portugal,PT,P.D.O. wines,P.D.O. wines,2009,"3,000.00","5,410.80","8,410.80",98.210,31
Portugal,PT,VQPRD wines,VQPRD wines,2005,"3,360.00","6,052.32","9,412.32",97.792,34
Portugal,PT,P.D.O. wines,P.D.O. wines,2008,0.00,0.00,0.00,96.337,0
Portugal,PT,P.D.O. wines,P.D.O. wines,2010,"3,178.87","5,261.13","8,439.99",96.184,33
Portugal,PT,P.D.O. wines,P.D.O. wines,2011,"2,676.30","4,945.25","7,621.55",94.390,28
Portugal,PT,P.D.O. wines,P.D.O. wines,2012,"2,723.51","4,584.36","7,307.86",92.976,29
Portugal,PT,Table wine,Table wine,2004,"4,194.00","4,053.27","8,247.27",91.979,46
Portugal,PT,P.D.O. wines,P.D.O. wines,2021,"3,899.75","6,157.61","10,057.36",89.525,44
Portugal,PT,VQPRD wines,VQPRD wines,2007,"2,836.00","5,640.00","8,476.00",88.726,32
Portugal,PT,P.D.O. wines,P.D.O. wines,2020,"3,262.35","6,111.31","9,373.66",88.495,37
Portugal,PT,P.D.O. wines,P.D.O. wines,2019,"3,586.20","5,588.85","9,175.05",86.529,41
Portugal,PT,P.D.O. wines,P.D.O. wines,2018,"3,110.05","5,650.96","8,761.02",84.525,37
Portugal,PT,P.D.O. wines,P.D.O. wines,2016,"3,146.69","5,727.56","8,874.25",84.408,37
Portugal,PT,P.D.O. wines,P.D.O. wines,2013,"2,939.39","4,389.85","7,329.24",84.255,35
Portugal,PT,P.D.O. wines,P.D.O. wines,2017,"3,406.85","5,543.21","8,950.06",83.861,41
Portugal,PT,P.D.O. wines,P.D.O. wines,2014,"2,895.63","4,924.89","7,820.52",80.133,36
Portugal,PT,P.D.O. wines,P.D.O. wines,2015,"3,462.98","4,880.89","8,343.86",78.831,44
Portugal,PT,Table wine,Table wine,2001,"3,642.00","4,771.00","8,413.00",28.845,126
Portugal,PT,P.G.I. wines,P.G.I. wines,2021,"2,480.76","2,754.05","5,234.81",28.606,87
Portugal,PT,P.G.I. wines,P.G.I. wines,2020,"2,305.20","2,375.03","4,680.24",27.992,82
Portugal,PT,P.G.I. wines,P.G.I. wines,2019,"1,966.74","2,069.48","4,036.22",26.945,73
Portugal,PT,P.G.I. wines,P.G.I. wines,2015,"1,836.09","1,665.33","3,501.42",25.045,73
Portugal,PT,P.G.I. wines,P.G.I. wines,2018,"1,948.07","1,984.15","3,932.22",24.652,79
Portugal,PT,P.G.I. wines,P.G.I. wines,2016,"1,600.71","1,932.63","3,533.34",22.153,72
Portugal,PT,P.G.I. wines,P.G.I. wines,2017,"1,862.53","1,954.06","3,816.59",21.507,87
Portugal,PT,Non-Vinified,Non-Vinified,2021,371.38,0.00,371.38,0.000,-
Portugal,PT,Non-Vinified,Non-Vinified,2020,319.85,0.00,319.85,0.000,-
Portugal,PT,Non-Vinified,Non-Vinified,2019,308.81,0.00,308.81,0.000,-
Portugal,PT,Non-Vinified,Non-Vinified,2018,260.84,0.00,260.84,0.000,-
Portugal,PT,Non-Vinified,Non-Vinified,2017,361.77,0.00,361.77,0.000,-
Portugal,PT,Non-Vinified,Non-Vinified,2016,277.12,0.00,277.12,0.000,-
Portugal,PT,Non-Vinified,Non-Vinified,2015,388.12,0.00,388.12,0.000,-
Portugal,PT,Non-Vinified,Non-Vinified,2014,255.16,0.00,255.16,0.000,-
Portugal,PT,Non-Vinified,Non-Vinified,2013,200.64,0.00,200.64,0.000,-
Portugal,PT,Non-Vinified,Non-Vinified,2012,269.27,0.00,269.27,0.000,-
Portugal,PT,Non-Vinified,Non-Vinified,2011,303.15,0.00,303.15,0.000,-
Portugal,PT,Non-Vinified,Non-Vinified,2010,406.74,0.00,406.74,0.000,-
Portugal,PT,Other wines,Non-GI,2021,573.30,"2,059.91","2,633.22",0.000,-
Portugal,PT,Other wines,Non-Vinified,2021,0.00,225.78,225.78,0.000,-
Portugal,PT,Other wines,Non-GI,2020,514.39,"1,984.95","2,499.34",0.000,-
Portugal,PT,Other wines,Non-Vinified,2020,0.00,224.53,224.53,0.000,-
Portugal,PT,Other wines,Non-GI,2019,646.64,"1,854.38","2,501.02",0.000,-
Portugal,PT,Other wines,Non-Vinified,2019,0.00,165.14,165.14,0.000,-
Portugal,PT,Other wines,Non-GI,2018,709.75,"1,636.87","2,346.62",0.000,-
Portugal,PT,Other wines,Non-Vinified,2018,0.00,169.66,169.66,0.000,-
Portugal,PT,Other wines,Non-GI,2017,"1,048.06","1,940.75","2,988.82",0.000,-
Portugal,PT,Other wines,Non-Vinified,2017,0.00,179.29,179.29,0.000,-
Portugal,PT,Other wines,Non-GI,2016,944.47,"2,148.59","3,093.06",0.000,-
Portugal,PT,Other wines,Non-Vinified,2016,0.00,239.83,239.83,0.000,-
Portugal,PT,Other wines,Non-GI,2015,"1,330.08","2,277.54","3,607.62",0.000,-
Portugal,PT,Other wines,Non-Vinified,2015,0.00,183.02,183.02,0.000,-
Portugal,PT,Other wines,Non-GI,2014,"1,272.90","2,061.76","3,334.67",0.000,-
Portugal,PT,Other wines,Non-Vinified,2014,0.00,188.65,188.65,0.000,-
Portugal,PT,Other wines,Non-GI,2013,"1,384.14","2,078.87","3,463.01",0.000,-
Portugal,PT,Other wines,Non-Vinified,2013,0.00,228.55,228.55,0.000,-
Portugal,PT,Other wines,Non-GI,2012,"1,826.15","1,649.44","3,475.59",0.000,-
Portugal,PT,Other wines,Non-Vinified,2012,0.00,231.29,231.29,0.000,-
Portugal,PT,Other wines,Non-GI,2011,"1,329.94","2,890.25","4,220.19",0.000,-
Portugal,PT,Other wines,Non-Vinified,2011,0.00,236.88,236.88,0.000,-
Portugal,PT,Other wines,Non-GI,2010,"1,849.86","2,265.30","4,115.16",0.000,-
Portugal,PT,Other wines,Non-GI,2009,"1,599.00","2,450.00","4,049.00",0.000,-
Portugal,PT,Other wines,Non-GI,2008,0.00,1.49,1.49,0.000,-
Portugal,PT,Table wine,Table wine,2008,"2,705.00","3,964.26","6,669.26",0.000,-
Portugal,PT,Table wine,Table wine,2000,"3,440.14","4,039.00","7,479.14",0.000,-
Portugal,PT,Table wine,Table wine,1999,"4,113.00","2,976.00","7,089.00",0.000,-
Portugal,PT,Table wine,Table wine,1998,"1,840.00","3,437.00","5,277.00",0.000,-
Portugal,PT,Table wine,Table wine,1997,"3,844.00","3,614.00","7,458.00",0.000,-
Portugal,PT,Varietal,Non-GI,2021,33.35,82.85,116.21,0.000,-
Portugal,PT,Varietal,Non-GI,2020,16.23,71.83,88.06,0.000,-
Portugal,PT,Varietal,Non-GI,2019,18.18,54.63,72.82,0.000,-
Portugal,PT,Varietal,Non-GI,2018,32.53,78.12,110.65,0.000,-
Portugal,PT,Varietal,Non-GI,2017,57.57,59.85,117.42,0.000,-
Portugal,PT,Varietal,Non-GI,2016,52.98,58.42,111.40,0.000,-
Portugal,PT,Varietal,Non-GI,2015,27.41,43.58,70.99,0.000,-
Portugal,PT,Varietal,Non-GI,2014,34.79,51.26,86.05,0.000,-
Portugal,PT,Varietal,Non-GI,2013,42.82,50.63,93.46,0.000,-
Portugal,PT,Varietal,Non-GI,2012,26.69,49.59,76.27,0.000,-
Portugal,PT,Varietal,Non-GI,2011,27.38,43.76,71.14,0.000,-
Portugal,PT,Varietal,Non-GI,2010,25.85,0.00,25.85,0.000,-
Portugal,PT,Varietal,Non-GI,2009,4.00,0.00,4.00,0.000,-
Portugal,PT,VQPRD wines,VQPRD wines,2008,"2,915.00","5,360.10","8,275.10",0.000,-
Portugal,PT,VQPRD wines,VQPRD wines,2000,"3,253.39","4,875.00","8,128.39",0.000,-
Portugal,PT,VQPRD wines,VQPRD wines,1999,"3,746.00","3,794.00","7,540.00",0.000,-
Portugal,PT,VQPRD wines,VQPRD wines,1998,"1,910.00","4,372.00","6,282.00",0.000,-
Portugal,PT,VQPRD wines,VQPRD wines,1997,"2,280.00","5,096.00","7,376.00",0.000,-
Romania,RO,Table wine,Table wine,2007,"4,804.00",45.00,"4,849.00",157.217,31
Romania,RO,P.G.I. wines,P.G.I. wines,2019,240.64,277.17,517.81,112.212,2
Romania,RO,P.G.I. wines,P.G.I. wines,2015,301.19,319.06,620.25,110.745,3
Romania,RO,P.G.I. wines,P.G.I. wines,2020,216.69,248.45,465.15,109.907,2
Romania,RO,P.G.I. wines,P.G.I. wines,2021,378.87,266.85,645.72,109.166,3
Romania,RO,P.G.I. wines,P.G.I. wines,2017,262.87,198.42,461.29,108.551,2
Romania,RO,P.G.I. wines,P.G.I. wines,2018,265.64,184.78,450.42,108.183,2
Romania,RO,P.G.I. wines,P.G.I. wines,2016,212.17,272.86,485.02,106.239,2
Romania,RO,P.D.O. wines,P.D.O. wines,2014,486.90,623.64,"1,110.53",31.532,15
Romania,RO,P.D.O. wines,P.D.O. wines,2013,645.80,704.26,"1,350.06",30.147,21
Romania,RO,P.D.O. wines,P.D.O. wines,2012,347.14,500.79,847.93,28.386,12
Romania,RO,P.D.O. wines,P.D.O. wines,2011,421.23,481.72,902.95,27.717,15
Romania,RO,P.D.O. wines,P.D.O. wines,2010,313.14,692.00,"1,005.14",25.968,12
Romania,RO,P.D.O. wines,P.D.O. wines,2009,710.00,568.02,"1,278.02",24.089,29
Romania,RO,P.D.O. wines,P.D.O. wines,2008,0.00,0.00,0.00,21.537,0
Romania,RO,VQPRD wines,VQPRD wines,2007,485.00,"1,250.00","1,735.00",20.884,23
Romania,RO,P.G.I. wines,P.G.I. wines,2013,423.33,242.16,665.49,19.030,22
Romania,RO,P.G.I. wines,P.G.I. wines,2014,132.21,367.75,499.96,18.600,7
Romania,RO,P.G.I. wines,P.G.I. wines,2012,282.02,279.08,561.10,18.552,15
Romania,RO,P.G.I. wines,P.G.I. wines,2011,487.83,308.52,796.35,15.853,31
Romania,RO,P.G.I. wines,P.G.I. wines,2010,607.08,496.62,"1,103.70",15.668,39
Romania,RO,P.G.I. wines,P.G.I. wines,2009,"1,228.00",566.20,"1,794.20",15.130,81
Romania,RO,P.G.I. wines,P.G.I. wines,2008,0.00,0.00,0.00,14.594,0
Romania,RO,P.D.O. wines,P.D.O. wines,2018,"1,114.29",620.28,"1,734.57",3.375,330
Romania,RO,P.D.O. wines,P.D.O. wines,2017,819.51,555.15,"1,374.66",3.279,250
Romania,RO,P.D.O. wines,P.D.O. wines,2015,569.53,770.45,"1,339.98",2.786,204
Romania,RO,P.D.O. wines,P.D.O. wines,2016,564.06,449.86,"1,013.92",2.754,205
Romania,RO,P.D.O. wines,P.D.O. wines,2021,780.89,861.40,"1,642.29",1.852,422
Romania,RO,P.D.O. wines,P.D.O. wines,2020,649.50,906.23,"1,555.73",1.825,356
Romania,RO,P.D.O. wines,P.D.O. wines,2019,792.14,864.62,"1,656.76",0.302,"2,626"
Romania,RO,Non-Vinified,Non-Vinified,2021,26.04,0.00,26.04,0.000,-
Romania,RO,Non-Vinified,Non-Vinified,2020,47.07,0.00,47.07,0.000,-
Romania,RO,Non-Vinified,Non-Vinified,2019,20.71,0.00,20.71,0.000,-
Romania,RO,Non-Vinified,Non-Vinified,2018,24.15,0.00,24.15,0.000,-
Romania,RO,Non-Vinified,Non-Vinified,2017,29.32,0.00,29.32,0.000,-
Romania,RO,Non-Vinified,Non-Vinified,2016,22.56,0.00,22.56,0.000,-
Romania,RO,Non-Vinified,Non-Vinified,2015,45.00,0.00,45.00,0.000,-
Romania,RO,Non-Vinified,Non-Vinified,2014,36.33,0.00,36.33,0.000,-
Romania,RO,Non-Vinified,Non-Vinified,2013,71.80,0.00,71.80,0.000,-
Romania,RO,Non-Vinified,Non-Vinified,2012,154.79,0.00,154.79,0.000,-
Romania,RO,Non-Vinified,Non-Vinified,2011,88.02,0.00,88.02,0.000,-
Romania,RO,Other wines,Non-GI,2021,"3,475.28",399.54,"3,874.82",0.000,-
Romania,RO,Other wines,Non-GI,2020,"2,971.55",428.63,"3,400.18",0.000,-
Romania,RO,Other wines,Non-Vinified,2020,0.00,9.53,9.53,0.000,-
Romania,RO,Other wines,Non-GI,2019,"2,678.77",513.70,"3,192.46",0.000,-
Romania,RO,Other wines,Non-GI,2018,"3,634.72",411.84,"4,046.57",0.000,-
Romania,RO,Other wines,Non-Vinified,2018,0.00,4.79,4.79,0.000,-
Romania,RO,Other wines,Non-GI,2017,"3,076.24",347.06,"3,423.31",0.000,-
Romania,RO,Other wines,Non-Vinified,2017,0.00,10.97,10.97,0.000,-
Romania,RO,Other wines,Non-GI,2016,"2,447.21",430.34,"2,877.55",0.000,-
Romania,RO,Other wines,Non-Vinified,2016,0.00,15.28,15.28,0.000,-
Romania,RO,Other wines,Non-GI,2015,"2,870.84",517.90,"3,388.74",0.000,-
Romania,RO,Other wines,Non-Vinified,2015,0.00,19.49,19.49,0.000,-
Romania,RO,Other wines,Non-GI,2014,"3,186.69",747.49,"3,934.19",0.000,-
Romania,RO,Other wines,Non-Vinified,2014,0.00,10.12,10.12,0.000,-
Romania,RO,Other wines,Non-GI,2013,"4,100.89",341.78,"4,442.67",0.000,-
Romania,RO,Other wines,Non-Vinified,2013,0.00,3.79,3.79,0.000,-
Romania,RO,Other wines,Non-GI,2012,"2,821.58",380.38,"3,201.96",0.000,-
Romania,RO,Other wines,Non-Vinified,2012,0.00,9.93,9.93,0.000,-
Romania,RO,Other wines,Non-GI,2011,"3,216.40",555.18,"3,771.58",0.000,-
Romania,RO,Other wines,Non-Vinified,2011,0.00,8.94,8.94,0.000,-
Romania,RO,Other wines,Non-GI,2010,"2,367.03",620.49,"2,987.52",0.000,-
Romania,RO,Other wines,Non-GI,2009,"4,765.00",735.80,"5,500.80",0.000,-
Romania,RO,Other wines,Non-GI,2008,0.00,99.60,99.60,0.000,-
Romania,RO,Table wine,Table wine,2008,"5,841.00",968.85,"6,809.85",0.000,-
Romania,RO,Varietal,Non-GI,2021,161.76,137.67,299.43,0.000,-
Romania,RO,Varietal,Non-GI,2020,146.71,84.22,230.93,0.000,-
Romania,RO,Varietal,Non-GI,2019,185.62,128.50,314.12,0.000,-
Romania,RO,Varietal,Non-GI,2018,150.49,94.01,244.50,0.000,-
Romania,RO,Varietal,Non-GI,2017,158.51,56.85,215.36,0.000,-
Romania,RO,Varietal,Non-GI,2016,77.36,0.00,77.36,0.000,-
Romania,RO,VQPRD wines,VQPRD wines,2008,945.00,505.75,"1,450.75",0.000,-
Slovakia,SK,P.D.O. wines,P.D.O. wines,2009,295.48,306.05,601.53,20.268,15
Slovakia,SK,P.D.O. wines,P.D.O. wines,2008,0.00,0.00,0.00,20.268,0
Slovakia,SK,VQPRD wines,VQPRD wines,2006,270.00,240.00,510.00,19.815,14
Slovakia,SK,VQPRD wines,VQPRD wines,2005,259.00,254.56,513.56,19.742,13
Slovakia,SK,VQPRD wines,VQPRD wines,2007,292.00,257.00,549.00,19.513,15
Slovakia,SK,P.D.O. wines,P.D.O. wines,2015,295.39,244.70,540.09,17.578,17
Slovakia,SK,P.D.O. wines,P.D.O. wines,2010,145.04,228.12,373.16,17.227,8
Slovakia,SK,P.D.O. wines,P.D.O. wines,2011,281.39,455.63,737.02,16.919,17
Slovakia,SK,P.D.O. wines,P.D.O. wines,2012,261.79,209.93,471.72,16.886,16
Slovakia,SK,P.D.O. wines,P.D.O. wines,2013,290.32,194.43,484.75,16.771,17
Slovakia,SK,P.D.O. wines,P.D.O. wines,2016,221.13,258.88,480.01,16.739,13
Slovakia,SK,P.D.O. wines,P.D.O. wines,2014,165.20,281.17,446.38,16.484,10
Slovakia,SK,P.D.O. wines,P.D.O. wines,2017,266.21,242.28,508.49,15.890,17
Slovakia,SK,P.D.O. wines,P.D.O. wines,2019,298.50,314.08,612.59,14.717,20
Slovakia,SK,P.D.O. wines,P.D.O. wines,2018,356.47,238.65,595.13,14.699,24
Slovakia,SK,P.D.O. wines,P.D.O. wines,2020,328.57,280.15,608.72,14.537,23
Slovakia,SK,P.D.O. wines,P.D.O. wines,2021,267.18,295.23,562.41,14.185,19
Slovakia,SK,Table wine,Table wine,2005,44.00,153.71,197.71,1.789,25
Slovakia,SK,Table wine,Table wine,2006,51.00,141.00,192.00,1.717,30
Slovakia,SK,Table wine,Table wine,2007,48.00,123.00,171.00,1.636,29
Slovakia,SK,P.G.I. wines,P.G.I. wines,2014,5.46,15.97,21.43,0.654,8
Slovakia,SK,P.G.I. wines,P.G.I. wines,2010,8.61,10.34,18.95,0.211,41
Slovakia,SK,P.G.I. wines,P.G.I. wines,2012,19.29,21.53,40.82,0.190,102
Slovakia,SK,P.G.I. wines,P.G.I. wines,2011,15.64,19.40,35.04,0.190,82
Slovakia,SK,P.G.I. wines,P.G.I. wines,2013,4.86,12.97,17.83,0.177,27
Slovakia,SK,Non-Vinified,Non-Vinified,2021,4.01,0.00,4.01,0.000,-
Slovakia,SK,Non-Vinified,Non-Vinified,2020,4.37,0.00,4.37,0.000,-
Slovakia,SK,Non-Vinified,Non-Vinified,2019,2.51,0.00,2.51,0.000,-
Slovakia,SK,Non-Vinified,Non-Vinified,2018,8.00,0.00,8.00,0.000,-
Slovakia,SK,Non-Vinified,Non-Vinified,2017,0.45,0.00,0.45,0.000,-
Slovakia,SK,Non-Vinified,Non-Vinified,2016,5.39,0.00,5.39,0.000,-
Slovakia,SK,Non-Vinified,Non-Vinified,2015,35.68,0.00,35.68,0.000,-
Slovakia,SK,Non-Vinified,Non-Vinified,2014,28.62,0.00,28.62,0.000,-
Slovakia,SK,Non-Vinified,Non-Vinified,2013,55.44,0.00,55.44,0.000,-
Slovakia,SK,Non-Vinified,Non-Vinified,2012,15.18,0.00,15.18,0.000,-
Slovakia,SK,Non-Vinified,Non-Vinified,2011,17.18,0.00,17.18,0.000,-
Slovakia,SK,Non-Vinified,Non-Vinified,2010,16.73,0.00,16.73,0.000,-
Slovakia,SK,Other wines,Non-GI,2021,7.17,108.35,115.51,0.000,-
Slovakia,SK,Other wines,Non-Vinified,2021,0.00,17.43,17.43,0.000,-
Slovakia,SK,Other wines,Non-GI,2020,8.63,103.88,112.51,0.000,-
Slovakia,SK,Other wines,Non-Vinified,2020,0.00,20.91,20.91,0.000,-
Slovakia,SK,Other wines,Non-GI,2019,5.58,123.24,128.82,0.000,-
Slovakia,SK,Other wines,Non-Vinified,2019,0.00,28.70,28.70,0.000,-
Slovakia,SK,Other wines,Non-GI,2018,10.50,137.37,147.88,0.000,-
Slovakia,SK,Other wines,Non-Vinified,2018,0.00,31.87,31.87,0.000,-
Slovakia,SK,Other wines,Non-GI,2017,21.84,143.28,165.12,0.000,-
Slovakia,SK,Other wines,Non-Vinified,2017,0.00,25.53,25.53,0.000,-
Slovakia,SK,Other wines,Non-GI,2016,75.29,134.43,209.72,0.000,-
Slovakia,SK,Other wines,Non-Vinified,2016,0.00,17.41,17.41,0.000,-
Slovakia,SK,Other wines,Non-GI,2015,26.21,163.93,190.14,0.000,-
Slovakia,SK,Other wines,Non-Vinified,2015,0.00,13.82,13.82,0.000,-
Slovakia,SK,Other wines,Non-GI,2014,41.71,104.30,146.02,0.000,-
Slovakia,SK,Other wines,Non-Vinified,2014,0.00,17.61,17.61,0.000,-
Slovakia,SK,Other wines,Non-GI,2013,11.92,106.87,118.79,0.000,-
Slovakia,SK,Other wines,Non-Vinified,2013,0.00,19.81,19.81,0.000,-
